season,week,matchup,Receiver_Control,Def_Player_Control,desc,gameday,game_id,play_id,qtr,clock_mm,down,ydstogo,yardline_100,posteam,defteam,player_name,position,interception,complete_pass
2023,18,NYJ @ NE,0.8947847373384292,0.9843627889651405,"(7:21) (Shotgun) 4-B.Zappe pass short left to 86-P.Brown to NE 23 for no gain (4-D.Reed, 44-J.Sherwood).",2024-01-07,2024010704,3374,4,7:21,2,10,77,NE,NYJ,Jamien Sherwood,LB,0,1
2023,5,JAX @ BUF,0.5589634544249888,0.9842609669041011,"(:13) (No Huddle, Shotgun) 17-J.Allen pass short left to 88-D.Knox to BUF 37 for 1 yard (2-R.Jenkins).",2023-10-08,2023100800,1053,1,0:13,1,10,64,BUF,JAX,Rayshawn Jenkins,SAF,0,1
2023,10,CAR @ CHI,0.8494143319251491,0.9842608032795231,(:46) (Shotgun) 17-T.Bagent pass short left to 19-E.St. Brown to CAR 39 for 4 yards (26-D.Jackson).,2023-11-09,2023110900,2063,2,0:46,1,10,43,CHI,CAR,Troy Hill,CB,0,1
2023,5,JAX @ BUF,0.6075860579285345,0.9840422796017875,"(5:49) (No Huddle, Shotgun) 17-J.Allen pass short left to 86-D.Kincaid pushed ob at BUF 34 for 5 yards (37-T.Herndon).",2023-10-08,2023100800,682,1,5:49,3,6,71,BUF,JAX,Tre Herndon,CB,0,1
2023,13,ATL @ NYJ,0.6177909781669677,0.9839870626037317,(8:06) 7-T.Boyle pass short left to 33-D.Cook to NYJ 24 for 11 yards (53-N.Landman).,2023-12-03,2023120302,512,1,8:06,2,6,87,NYJ,ATL,Nate Landman,LB,0,1
2023,9,IND @ CAR,0.5100881273038131,0.9839210618069478,(11:07) (Shotgun) 9-B.Young pass short left to 30-C.Hubbard pushed ob at CAR 43 for 4 yards (40-J.Jones).,2023-11-05,2023110508,3516,4,11:07,3,9,61,CAR,IND,E.J. Speed,LB,0,1
2023,16,IND @ ATL,0.8200385142510245,0.9838927471198357,(8:37) (Shotgun) 4-T.Heinicke pass short left to 81-J.Smith to IND 49 for -3 yards (45-E.Speed).,2023-12-24,2023122402,1532,2,8:37,1,10,46,ATL,IND,E.J. Speed,LB,0,1
2023,17,NE @ BUF,0.918573448544801,0.9838111741642488,(8:59) (Shotgun) 17-J.Allen pass short left to 14-S.Diggs to BUF 40 for 5 yards (90-C.Barmore).,2023-12-31,2023123102,3589,4,8:59,2,3,65,BUF,NE,Alex Austin,CB,0,1
2023,15,NYG @ NO,0.6049325115558362,0.98368536619524,(9:55) (Shotgun) 4-D.Carr pass short left to 5-L.Bowden to NO 23 for 3 yards (28-C.Flott).,2023-12-17,2023121702,334,1,9:55,1,10,80,NO,NYG,Deonte Banks,CB,0,1
2023,8,KC @ DEN,0.8068899447678465,0.983560706174312,"(10:40) (Shotgun) 3-R.Wilson pass short left to 14-C.Sutton for 6 yards, TOUCHDOWN. Penalty on KC-38-L.Sneed, Defensive Holding, declined.",2023-10-29,2023102911,3378,4,10:40,2,6,6,DEN,KC,Justin Reid,S,0,1
2023,10,WAS @ SEA,0.5812723484698341,0.9833932861070218,(15:00) 14-S.Howell pass short left to 8-B.Robinson to WAS 49 for -1 yards (33-J.Adams).,2023-11-12,2023111210,1027,2,15:00,2,1,50,WAS,SEA,Jamal Adams,LB,0,1
2023,15,NYJ @ MIA,0.7658787235957862,0.9832929377602052,(10:49) (Shotgun) 1-T.Tagovailoa pass short left to 81-D.Smythe to NYJ 42 for 5 yards (30-M.Carter).,2023-12-17,2023121701,1144,2,10:49,2,8,47,MIA,NYJ,Michael Carter II,CB,0,1
2023,4,SEA @ NYG,0.8115252307625394,0.9832740898936562,"(9:06) (No Huddle, Shotgun) 8-D.Jones pass short left to 86-D.Slayton pushed ob at NYG 44 for 11 yards (20-J.Love).",2023-10-02,2023100200,3685,4,9:06,1,10,67,NYG,SEA,Jordyn Brooks,LB,0,1
2023,16,ARI @ CHI,0.7945566662930259,0.9831609624830545,(1:51) (Shotgun) 1-J.Fields pass short left to 23-R.Johnson to ARI 31 for no gain (18-B.Ojulari).,2023-12-24,2023122409,2993,3,1:51,3,6,31,CHI,ARI,Jalen Thompson,SAF,0,1
2023,16,JAX @ TB,0.5659569477550591,0.9831474240111053,(9:09) (Shotgun) 16-T.Lawrence pass short left to 14-E.Cooks ran ob at TB 26 for 13 yards (35-J.Dean).,2023-12-24,2023122408,1100,2,9:09,3,7,39,JAX,TB,Jamel Dean,CB,0,1
2023,6,ARI @ LA,0.7729369473332125,0.9830326799320939,(1:20) (Shotgun) 9-J.Dobbs pass short left to 2-M.Brown to ARI 38 for 9 yards (26-D.Shelley) [99-A.Donald].,2023-10-15,2023101510,4087,4,1:20,4,1,71,ARI,LA,Duke Shelley,CB,0,1
2023,4,ARI @ SF,0.5100984375434133,0.9829774875274295,(:42) (Shotgun) 9-J.Dobbs pass incomplete deep left to 2-M.Brown.,2023-10-01,2023100112,1940,2,0:42,2,9,49,ARI,SF,Tashaun Gipson,FS,0,0
2023,5,CHI @ WAS,0.6841226470189301,0.982707853476609,(10:55) (Shotgun) 14-S.Howell pass short left to 17-T.McLaurin pushed ob at 50 for 3 yards (32-T.Smith).,2023-10-05,2023100500,1171,2,10:55,1,10,53,WAS,CHI,Greg Stroman,CB,0,1
2023,1,LA @ SEA,0.5079389416794424,0.982415937458588,"(10:05) (No Huddle, Shotgun) 7-G.Smith pass incomplete deep left to 16-T.Lockett (1-D.Kendrick).",2023-09-10,2023091012,327,1,10:05,3,16,18,SEA,LA,Cobie Durant,CB,0,0
2023,10,DEN @ BUF,0.6389103751732172,0.9823651265033458,(13:34) (Shotgun) 3-R.Wilson pass short left to 82-A.Trautman to BUF 46 for 9 yards (21-J.Poyer) [50-G.Rousseau].,2023-11-13,2023111300,1153,2,13:34,3,13,55,DEN,BUF,Cam Lewis,CB,0,1
2023,2,KC @ JAX,0.6885700820766052,0.9823472209911145,"(:13) (No Huddle, Shotgun) 16-T.Lawrence pass short left to 13-C.Kirk pushed ob at KC 34 for 4 yards (21-M.Edwards).",2023-09-17,2023091705,2200,2,0:13,1,10,38,JAX,KC,Mike Edwards,SAF,0,1
2023,12,WAS @ DAL,0.8701730754144257,0.98232803259605606,(14:26) 4-D.Prescott pass short left to 20-T.Pollard to WAS 34 for 1 yard (56-J.Harris).,2023-11-23,2023112301,3142,4,14:26,2,4,35,DAL,WAS,Jalen Harris,DE,0,1
2023,17,ARI @ PHI,0.7586279055193477,0.9821381101334984,(5:16) (Shotgun) 1-K.Murray pass incomplete short left to 31-E.Demercado.,2023-12-31,2023123108,456,1,5:16,3,10,10,ARI,PHI,Reed Blankenship,SAF,0,0
2023,15,HOU @ TEN,0.714535540204788,0.9821344649728729,(15:00) 18-C.Keenum pass short left to 85-N.Brown to HOU 31 for 6 yards (21-R.McCreary).,2023-12-17,2023121703,55,1,15:00,1,10,75,HOU,TEN,Harold Landry III,LB,0,1
2023,16,JAX @ TB,0.7263064844312934,0.982130391466569,(3:25) (Shotgun) 16-T.Lawrence pass short left to 0-C.Ridley to JAX 49 for 9 yards (35-J.Dean).,2023-12-24,2023122408,2774,3,3:25,1,10,60,JAX,TB,Christian Izien,SAF,0,1
2023,11,LV @ MIA,0.84837004505165,0.9820548173491589,(11:15) (Shotgun) 1-T.Tagovailoa pass short left to 10-T.Hill pushed ob at LV 11 for 1 yard (39-N.Hobbs).,2023-11-19,2023111906,1315,2,11:15,1,10,12,MIA,LV,Isaiah Pola-Mao,SAF,0,1
2023,2,MIN @ PHI,0.6969855892954716,0.9820102812970889,(7:07) (Shotgun) 1-J.Hurts pass short left to 88-D.Goedert to PHI 26 for 2 yards (21-A.Evans; 33-B.Asamoah).,2023-09-14,2023091400,2694,3,7:07,3,11,76,PHI,MIN,Brian Asamoah II,LB,0,1
2023,7,MIA @ PHI,0.6701711129338787,0.9818857439645158,"(2:55) (No Huddle, Shotgun) 1-J.Hurts pass short left to 11-A.Brown to MIA 30 for 8 yards (2-B.Chubb).",2023-10-22,2023102210,2832,3,2:55,1,10,38,PHI,MIA,Jerome Baker,OLB,0,1
2023,16,CIN @ PIT,0.6459641963398008,0.9818750918748947,(2:14) (Shotgun) 2-M.Rudolph pass short left to 30-J.Warren pushed ob at PIT 14 for 9 yards (23-D.Hill).,2023-12-23,2023122300,1616,2,2:14,1,10,95,PIT,CIN,Logan Wilson,LB,0,1
2023,7,SF @ MIN,0.5234231740124218,0.9817881295208657,(6:59) (Shotgun) 13-B.Purdy pass short left to 23-C.McCaffrey to SF 37 for 12 yards (7-B.Murphy).,2023-10-23,2023102300,2536,3,6:59,1,10,75,SF,MIN,D.J. Wonnum,LB,0,1
2023,13,IND @ TEN,0.5275482487512602,0.981753785305543,(10:22) (Shotgun) 10-G.Minshew pass short left to 31-T.Goodson pushed ob at IND 32 for 7 yards (58-H.Landry).,2023-12-03,2023120305,1543,2,10:22,1,10,75,IND,TEN,Harold Landry III,LB,0,1
2023,7,LAC @ KC,0.7057890749884871,0.9816832829625939,(5:56) (Shotgun) 15-P.Mahomes pass incomplete short left to 11-M.Valdes-Scantling.,2023-10-22,2023102209,1556,2,5:56,2,12,61,KC,LAC,Ja'Sir Taylor,CB,0,0
2023,11,ARI @ HOU,0.5196879903732833,0.9814995626622683,(14:18) (Shotgun) 7-C.Stroud pass short left to 26-D.Singletary pushed ob at HOU 34 for 4 yards (52-V.Dimukeje).,2023-11-19,2023111904,2095,3,14:18,2,5,70,HOU,ARI,Marco Wilson,CB,0,1
2023,4,SEA @ NYG,0.6908677836437898,0.9812981610448467,"(2:33) (No Huddle, Shotgun) 2-D.Lock pass short left to 14-D.Metcalf pushed ob at SEA 48 for 12 yards (25-D.Banks).",2023-10-02,2023100200,1818,2,2:33,1,10,64,SEA,NYG,Deonte Banks,CB,0,1
2023,5,BAL @ PIT,0.5432544538151983,0.981094211455644,"(4:20) (No Huddle, Shotgun) 8-K.Pickett pass incomplete short left to 13-M.Boykin (21-B.Stephens).",2023-10-08,2023100806,1629,2,4:20,1,10,24,PIT,BAL,Kyle Hamilton,SAF,0,0
2023,6,PHI @ NYJ,0.8932995455083609,0.9810272473619425,(6:51) 2-Z.Wilson pass short left to 17-G.Wilson to NYJ 43 for 5 yards (24-J.Bradberry).,2023-10-15,2023101511,3940,4,6:51,1,10,62,NYJ,PHI,James Bradberry,CB,0,1
2023,10,GB @ PIT,0.6617356976339777,0.9810254763469788,(14:30) (Shotgun) 8-K.Pickett pass short left to 14-G.Pickens pushed ob at PIT 35 for 5 yards (35-C.Ballentine).,2023-11-12,2023111205,79,1,14:30,2,5,70,PIT,GB,Corey Ballentine,DB,0,1
2023,7,BUF @ NE,0.7445295183856055,0.9802298678838748,(12:53) (Shotgun) 17-J.Allen pass short left to 11-D.Harty pushed ob at BUF 45 for 10 yards (31-Jo.Jones).,2023-10-22,2023102203,2066,3,12:53,2,9,65,BUF,NE,Myles Bryant,CB,0,1
2023,1,HOU @ BAL,0.7829010764665613,0.9801629612451326,(4:10) (Shotgun) 7-C.Stroud pass short left to 85-N.Brown to HOU 31 for 6 yards (29-A.Washington; 21-B.Stephens) [96-B.Washington].,2023-09-10,2023091001,4191,4,4:10,1,10,75,HOU,BAL,Ar'Darius Washington,SAF,0,1
2023,14,LA @ BAL,0.5121102615517688,0.9800542284631525,(5:27) (Shotgun) 8-L.Jackson pass deep left to 3-O.Beckham to BAL 45 for 20 yards (1-D.Kendrick).,2023-12-10,2023121001,570,1,5:27,2,10,75,BAL,LA,John Johnson,DB,0,1
2023,18,HOU @ IND,0.5372371762695206,0.9798036908462392,(15:00) 7-C.Stroud pass deep left to 12-N.Collins to HOU 48 for 23 yards (29-J.Brents).,2024-01-06,2024010601,2237,3,15:00,1,10,75,HOU,IND,Ronnie Harrison,LB,0,1
2023,17,LV @ IND,0.8766873165406888,0.9797141378834324,(11:38) (Shotgun) 4-A.O'Connell pass short left to 35-Z.White pushed ob at LV 40 for 14 yards (48-R.Harrison).,2023-12-31,2023123105,265,1,11:38,2,9,74,LV,IND,E.J. Speed,LB,0,1
2023,18,PHI @ NYG,0.6185410037358099,0.9796498353161454,(2:56) (Shotgun) 2-T.Taylor pass short left to 17-W.Robinson to NYG 30 for 3 yards (32-R.Blankenship).,2024-01-07,2024010711,1742,2,2:56,1,10,73,NYG,PHI,Reed Blankenship,SAF,0,1
2023,10,DEN @ BUF,0.5849573607118718,0.9795982350455035,(9:09) (Shotgun) 17-J.Allen pass short left to 86-D.Kincaid pushed ob at DEN 28 for 9 yards (23-F.Moreau).,2023-11-13,2023111300,440,1,9:09,2,13,37,BUF,DEN,Fabian Moreau,CB,0,1
2023,4,LA @ IND,0.5441846347184304,0.9795771853340188,"(5:30) (No Huddle, Shotgun) 5-A.Richardson pass short left to 85-A.Ogletree to 50 for 21 yards (56-C.Rozeboom).",2023-10-01,2023100106,3607,4,5:30,2,9,71,IND,LA,Christian Rozeboom,LB,0,1
2023,13,KC @ GB,0.6183440965708413,0.979373847316501,(9:31) 10-J.Love pass short left to 28-A.Dillon to GB 47 for 14 yards (6-B.Cook). KC-6-B.Cook was injured during the play. He is Out.,2023-12-03,2023120310,2144,3,9:31,1,10,67,GB,KC,Leo Chenal,LB,0,1
2023,13,SEA @ DAL,0.5822600708286154,0.9792546631325109,(:16) (Shotgun) 7-G.Smith pass short left to 16-T.Lockett pushed ob at DAL 30 for 9 yards (26-D.Bland).,2023-11-30,2023113000,2455,2,0:16,3,2,39,SEA,DAL,DaRon Bland,CB,0,1
2023,16,NE @ DEN,0.9496628028835647,0.9792042726044115,(8:01) (Shotgun) 3-R.Wilson pass short left to 38-J.McLaughlin pushed ob at NE 17 for 8 yards (26-S.Wade).,2023-12-24,2023122411,548,1,8:01,1,10,25,DEN,NE,Anfernee Jennings,LB,0,1
2023,10,NYG @ DAL,0.5150849195673978,0.9791654253609781,(9:40) 15-T.DeVito pass short left to 17-W.Robinson pushed ob at DAL 22 for no gain (1-J.Kearse).,2023-11-12,2023111209,3373,4,9:40,2,15,22,NYG,DAL,Jayron Kearse,S,0,1
2023,14,NE @ PIT,0.8313873563262054,0.97899720006359,(12:00) (Shotgun) 4-B.Zappe pass short left to 15-E.Elliott to NE 34 for 7 yards (20-P.Peterson).,2023-12-07,2023120700,1312,2,12:00,3,11,73,NE,PIT,Levi Wallace,DB,0,1
2023,9,MIA @ KC,0.536880903064224,0.9786470487240971,(4:31) (Shotgun) 15-P.Mahomes pass deep left to 24-S.Moore to MIA 24 for 23 yards (21-D.Elliott).,2023-11-05,2023110500,1743,2,4:31,2,12,47,KC,MIA,David Long Jr.,ILB,0,1
2023,14,DET @ CHI,0.5132080668996808,0.9783713184199162,(7:05) (Shotgun) 1-J.Fields pass short left to 85-C.Kmet to CHI 43 for 5 yards (29-K.Vildor).,2023-12-10,2023121002,2607,3,7:05,1,20,62,CHI,DET,Kindle Vildor,CB,0,1
2023,7,LAC @ KC,0.5891647031194068,0.9782883270368734,(11:59) (Shotgun) 15-P.Mahomes pass short left to 4-R.Rice to KC 20 for 3 yards (43-M.Davis).,2023-10-22,2023102209,225,1,11:59,1,10,83,KC,LAC,"Kenneth Murray, Jr.",LB,0,1
2023,14,LA @ BAL,0.5121102615517688,0.9781472179678095,(5:27) (Shotgun) 8-L.Jackson pass deep left to 3-O.Beckham to BAL 45 for 20 yards (1-D.Kendrick).,2023-12-10,2023121001,570,1,5:27,2,10,75,BAL,LA,Derion Kendrick,CB,0,1
2023,7,LAC @ KC,0.5891647031194068,0.9778641337429236,(11:59) (Shotgun) 15-P.Mahomes pass short left to 4-R.Rice to KC 20 for 3 yards (43-M.Davis).,2023-10-22,2023102209,225,1,11:59,1,10,83,KC,LAC,Michael Davis,CB,0,1
2023,12,NO @ ATL,0.5523959745583479,0.9778237150277412,(1:16) 4-D.Carr pass short left to 7-T.Hill pushed ob at ATL 35 for 19 yards (3-J.Bates).,2023-11-26,2023112600,3079,3,1:16,1,10,54,NO,ATL,Dee Alford,CB,0,1
2023,18,TB @ CAR,0.8475037307904237,0.9773277837510408,(6:37) (Shotgun) 6-B.Mayfield pass short left to 1-R.White to TB 39 for 5 yards (8-J.Horn).,2024-01-07,2024010705,494,1,6:37,2,10,66,TB,CAR,Jaycee Horn,CB,0,1
2023,9,BUF @ CIN,0.7008853139283667,0.9771874954387603,"(:32) (No Huddle, Shotgun) 17-J.Allen pass short left to 86-D.Kincaid ran ob at CIN 38 for no gain. CIN-29-C.Taylor-Britt was injured during the play.",2023-11-05,2023110511,2029,2,0:32,2,6,38,BUF,CIN,Cam Taylor-Britt,CB,0,1
2023,17,CAR @ JAX,0.7368482509681448,0.9771079270241672,(4:16) (Shotgun) 9-B.Young pass short left to 30-C.Hubbard pushed ob at CAR 32 for 7 yards (32-Ty.Campbell) [41-J.Allen].,2023-12-31,2023123106,3418,4,4:16,1,10,75,CAR,JAX,Tyson Campbell,CB,0,1
2023,16,CIN @ PIT,0.7429124768028598,0.9771039306681094,(3:47) (Shotgun) 6-J.Browning pass short left to 16-T.Irwin to PIT 5 for no gain (24-J.Porter).,2023-12-23,2023122300,1512,2,3:47,2,1,5,CIN,PIT,Joey Porter Jr.,CB,0,1
2023,3,LA @ CIN,0.6946142509746144,0.977102216581499,(3:09) 9-M.Stafford pass short left to 23-K.Williams pushed ob at LA 32 for 7 yards (55-L.Wilson). LA-70-J.Noteboom was injured during the play.,2023-09-25,2023092501,3175,3,3:09,1,10,75,LA,CIN,Logan Wilson,LB,0,1
2023,13,SEA @ DAL,0.9605762203611888,0.9769381549751011,(13:00) (Shotgun) 4-D.Prescott pass incomplete short left to 9-K.Turpin.,2023-11-30,2023113000,1244,2,13:00,1,10,24,DAL,SEA,Devon Witherspoon,CB,0,0
2023,14,DET @ CHI,0.7889373736299518,0.9768216086306071,(13:43) (Shotgun) 16-J.Goff pass short right to 26-J.Gibbs to DET 25 for -2 yards (49-T.Edmunds).,2023-12-10,2023121002,3378,4,13:43,2,8,73,DET,CHI,Tremaine Edmunds,MLB,0,1
2023,1,SF @ PIT,0.6673478151484411,0.9767774599963752,(9:52) (Shotgun) 13-B.Purdy pass short left to 11-B.Aiyuk pushed ob at 50 for 15 yards (23-D.Kazee).,2023-09-10,2023091006,2930,3,9:52,3,8,65,SF,PIT,Damontae Kazee,S,0,1
2023,8,PHI @ WAS,0.7015257822316577,0.9766061727636424,(14:20) (Shotgun) 14-S.Howell pass short left to 24-A.Gibson pushed ob at PHI 15 for 10 yards (17-N.Dean).,2023-10-29,2023102908,1078,2,14:20,1,10,25,WAS,PHI,Nakobe Dean,LB,0,1
2023,11,SEA @ LA,0.5410259682835017,0.9765467755756643,(7:13) (Shotgun) 7-G.Smith pass deep left to 14-D.Metcalf to LA 7 for 53 yards (4-J.Fuller).,2023-11-19,2023111910,1522,2,7:13,2,2,60,SEA,LA,Jordan Fuller,SAF,0,1
2023,5,JAX @ BUF,0.7728013897739859,0.9763656196864295,(14:08) (Shotgun) 16-T.Lawrence pass short left to 7-Z.Jones pushed ob at JAX 27 for 10 yards (30-D.Jackson).,2023-10-08,2023100800,1186,2,14:08,1,15,83,JAX,BUF,Dane Jackson,CB,0,1
2023,17,CIN @ KC,0.9019989685029733,0.9758185262390063,(3:12) (Shotgun) 15-P.Mahomes pass short left to 4-R.Rice pushed ob at CIN 28 for 7 yards (22-C.Awuzie).,2023-12-31,2023123113,3658,4,3:12,3,8,35,KC,CIN,Chidobe Awuzie,CB,0,1
2023,1,BUF @ NYJ,0.7820990795165005,0.9757909292045326,"(6:18) (No Huddle, Shotgun) 17-J.Allen pass short left to 88-D.Knox to NYJ 45 for 6 yards (4-D.Reed).",2023-09-11,2023091100,534,1,6:18,1,10,51,BUF,NYJ,D.J. Reed,CB,0,1
2023,12,WAS @ DAL,0.5569534367573813,0.9754738114399192,"(6:05) (Shotgun) 4-D.Prescott pass deep middle to 9-K.Turpin for 34 yards, TOUCHDOWN.",2023-11-23,2023112301,3721,4,6:05,3,6,34,DAL,WAS,Danny Johnson,DB,0,1
2023,17,GB @ MIN,0.615800083958623,0.9752421658577137,(8:54) (Shotgun) 10-J.Love pass short left to 80-B.Melton to MIN 19 for 11 yards (5-M.Blackmon).,2023-12-31,2023123114,3285,4,8:54,3,7,30,GB,MIN,Mekhi Blackmon,CB,0,1
2023,4,PIT @ HOU,0.9457488135096028,0.9752051709812337,(8:40) 8-K.Pickett pass short left to 88-P.Freiermuth to HOU 42 for 4 yards (39-H.To'oTo'o) [98-S.Rankins].,2023-10-01,2023100105,2610,3,8:40,1,10,46,PIT,HOU,Jake Hansen,LB,0,1
2023,6,DET @ TB,0.5761523129367723,0.9746276621652351,"(4:39) 16-J.Goff pass short left to 87-S.LaPorta to DET 29 for no gain (35-J.Dean, 49-C.Gill).",2023-10-15,2023101508,731,1,4:39,2,6,71,DET,TB,Jamel Dean,CB,0,1
2023,17,LV @ IND,0.8001323652989084,0.9746222772852967,(12:11) (Shotgun) 4-A.O'Connell pass short left to 17-D.Adams pushed ob at LV 26 for 1 yard (45-E.Speed).,2023-12-31,2023123105,235,1,12:11,1,10,75,LV,IND,E.J. Speed,LB,0,1
2023,4,MIN @ CAR,0.7528071477590009,0.9745643159971624,(14:19) (Shotgun) 9-B.Young pass short left to 88-T.Marshall to CAR 27 for 1 yard (21-A.Evans).,2023-10-01,2023100102,2105,3,14:19,2,9,74,CAR,MIN,Akayleb Evans,CB,0,1
2023,4,DET @ GB,0.8922503764685288,0.97428075386211,(14:27) (Shotgun) 16-J.Goff pass short left to 11-K.Raymond to DET 23 for -2 yards (29-R.Douglas).,2023-09-28,2023092800,78,1,14:27,2,10,75,DET,GB,Rasul Douglas,CB,0,1
2023,13,SF @ PHI,0.764919312528372,0.9738314212407453,"(11:45) (Shotgun) 13-B.Purdy pass short left to 11-B.Aiyuk to SF 34 for 9 yards (2-D.Slay, 53-C.Elliss).",2023-12-03,2023120309,1172,2,11:45,1,10,75,SF,PHI,Darius Slay,CB,0,1
2023,6,SEA @ CIN,0.935695949167443,0.9737710328725823,(2:14) (Shotgun) 7-G.Smith pass short left to 11-J.Smith-Njigba pushed ob at CIN 49 for 5 yards (29-C.Taylor-Britt).,2023-10-15,2023101503,1637,2,2:14,1,10,54,SEA,CIN,Mike Hilton,CB,0,1
2023,13,DEN @ HOU,0.5743833897511927,0.97279641542370765,(11:34) (Shotgun) 7-C.Stroud pass short left to 47-A.Beck pushed ob at DEN 15 for 5 yards (6-P.Locke).,2023-12-03,2023120307,265,1,11:34,1,10,20,HOU,DEN,P.J. Locke,SAF,0,1
2023,12,WAS @ DAL,0.5289663303562896,0.9727901213033956,"(1:01) (No Huddle, Shotgun) 4-D.Prescott pass deep left to 18-J.Tolbert to WAS 7 for 31 yards (35-P.Butler).",2023-11-23,2023112301,2026,2,1:01,1,10,38,DAL,WAS,Kendall Fuller,CB,0,1
2023,2,MIN @ PHI,0.6817050347996146,0.972782036085438,(:12) (Shotgun) 1-J.Hurts pass short left to 0-D.Swift ran ob at PHI 49 for no gain (21-A.Evans).,2023-09-14,2023091400,1962,2,0:12,2,6,51,PHI,MIN,Akayleb Evans,CB,0,1
2023,10,WAS @ SEA,0.6883975360787505,0.9723168781836042,(11:13) (Shotgun) 7-G.Smith pass short left to 16-T.Lockett to WAS 46 for 13 yards (29-K.Fuller).,2023-11-12,2023111210,1271,2,11:13,2,10,59,SEA,WAS,Percy Butler,SAF,0,1
2023,18,MIN @ DET,0.5497311442710476,0.9723145308878293,(1:47) (Shotgun) 12-N.Mullens pass short left to 86-J.Mundt to DET 47 for 2 yards (34-A.Anzalone).,2024-01-07,2024010703,2973,3,1:47,2,12,49,MIN,DET,Brian Branch,SAF,0,1
2023,12,NE @ NYG,0.5275335085510751,0.9717774326305233,(9:24) (Shotgun) 15-T.DeVito pass incomplete short left to 17-W.Robinson.,2023-11-26,2023112604,392,1,9:24,3,17,61,NYG,NE,Kyle Dugger,SAF,0,0
2023,16,JAX @ TB,0.5659569477550591,0.9710866721490505,(9:09) (Shotgun) 16-T.Lawrence pass short left to 14-E.Cooks ran ob at TB 26 for 13 yards (35-J.Dean).,2023-12-24,2023122408,1100,2,9:09,3,7,39,JAX,TB,Anthony Nelson,LB,0,1
2023,9,MIN @ ATL,0.8592324353456753,0.9710493109509176,(11:59) 4-T.Heinicke pass short left to 25-T.Allgeier to ATL 47 for -1 yards (44-J.Metellus).,2023-11-05,2023110501,174,1,11:59,2,14,52,ATL,MIN,Josh Metellus,SAF,0,1
2023,18,KC @ LAC,0.5671205962480719,0.9709530875958725,(2:00) (Shotgun) 9-B.Gabbert pass short left to 8-J.Ross pushed ob at KC 35 for 7 yards (3-D.James).,2024-01-07,2024010709,1877,2,2:00,2,8,72,KC,LAC,Michael Davis,CB,0,1
2023,14,NE @ PIT,0.9732573824656535,0.9702843440458493,(7:13) (Shotgun) 4-B.Zappe pass short left to 15-E.Elliott to NE 34 for 8 yards (29-L.Wallace).,2023-12-07,2023120700,2569,3,7:13,1,20,74,NE,PIT,Levi Wallace,DB,0,1
2023,18,MIN @ DET,0.9134142683141356,0.970199987804388,(4:54) (Shotgun) 16-J.Goff pass short left to 87-S.LaPorta to MIN 46 for 8 yards (23-A.Booth) [95-K.Tonga].,2024-01-07,2024010703,654,1,4:54,1,10,54,DET,MIN,Andrew Booth,CB,0,1
2023,15,NYG @ NO,0.618446244458429,0.9698802733546427,(1:25) (Shotgun) 15-T.DeVito pass short left to 31-M.Breida pushed ob at NO 44 for 3 yards (27-I.Yiadom).,2023-12-17,2023121702,1730,2,1:25,3,5,47,NYG,NO,Tyrann Mathieu,FS,0,1
2023,1,BUF @ NYJ,0.5190519395677964,0.9698004030501308,"(2:58) (Shotgun) 2-Z.Wilson pass short left to 33-D.Cook to NYJ 21 for 4 yards (23-M.Hyde, 58-M.Milano).",2023-09-11,2023091100,779,1,2:58,2,15,83,NYJ,BUF,Micah Hyde,S,0,1
2023,9,LA @ GB,0.7676392529247886,0.9697387001147925,"(14:53) (Shotgun) 10-J.Love pass short left to 13-D.Wicks to LA 42 for 11 yards. FUMBLES, RECOVERED by LA-44-A.Witherspoon at LA 42. 44-A.Witherspoon ran ob at LA 42 for no gain.",2023-11-05,2023110504,2271,3,14:53,1,10,53,GB,LA,Ahkello Witherspoon,CB,0,1
2023,13,DEN @ HOU,0.5743833897511927,0.9697120685880293,(11:34) (Shotgun) 7-C.Stroud pass short left to 47-A.Beck pushed ob at DEN 15 for 5 yards (6-P.Locke).,2023-12-03,2023120307,265,1,11:34,1,10,20,HOU,DEN,Pat Surtain II,CB,0,1
2023,17,LA @ NYG,0.5775926438533008,0.9694158502267738,(3:54) (Shotgun) 9-M.Stafford pass short right to 89-T.Higbee to LA 33 for 4 yards (22-A.Jackson).,2023-12-31,2023123107,2909,3,3:54,2,6,71,LA,NYG,Adoree' Jackson,CB,0,1
2023,1,TB @ MIN,0.8077200000628604,0.9691668141433658,"(5:20) (Shotgun) 8-K.Cousins pass short left to 18-J.Jefferson to MIN 32 for 5 yards (23-R.Neal, 54-L.David).",2023-09-10,2023091004,2936,3,5:20,2,8,73,MIN,TB,Ryan Neal,DB,0,1
2023,14,DET @ CHI,0.71734853887329,0.9690362676548712,"(13:01) (Shotgun) 1-J.Fields pass short left to 85-C.Kmet pushed ob at DET 43 for 6 yards (23-J.Jacobs, 34-A.Anzalone).",2023-12-10,2023121002,131,1,13:01,1,10,49,CHI,DET,Jerry Jacobs,CB,0,1
2023,14,LA @ BAL,0.7270390351550475,0.9689701696964709,(6:01) (Shotgun) 8-L.Jackson pass incomplete short left to 80-I.Likely.,2023-12-10,2023121001,2955,3,6:01,2,5,85,BAL,LA,John Johnson,DB,0,0
